Date,price_max,price_min,price_mean,price_std,price_gap,coeff_var
2017-05-09,111.7,16.09,60.2988888888889,29.068041920829675,95.61,0.48206596268121216
2017-05-10,111.81,13.26,60.59444444444445,28.810742402405705,98.55,0.475468381079401
2017-05-11,109.77,15.94,59.91,27.963942408036818,93.83,0.46676585558398964
2017-05-12,107.11,14.64,59.79333333333333,27.03398832950846,92.47,0.452123787426276
2017-05-15,109.29,12.71,60.67222222222223,28.433844172824124,96.58000000000001,0.468646822736777
2017-05-16,109.39,16.06,60.46,27.402758529024048,93.33,0.45323781887237924
2017-05-17,110.97,13.69,60.38666666666667,28.96040659244963,97.28,0.4795827985060106
2017-05-18,108.37,15.21,59.96666666666667,27.923757805854144,93.16,0.4656546604644938
2017-05-19,111.05,15.2,60.846666666666664,28.36525295145453,95.85,0.46617595515702637
2017-05-22,107.15,13.04,59.58111111111111,27.93989014135724,94.11000000000001,0.4689387226977512
2017-05-23,108.47,16.69,59.940000000000005,27.94771144476771,91.78,0.46626145219832676
2017-05-24,108.83,13.13,59.63777777777778,28.450253416172664,95.7,0.4770508640040876
2017-05-25,109.29,16.14,60.513333333333335,27.691649914730615,93.15,0.45761237051995063
2017-05-26,109.22,16.43,60.66111111111112,27.709490452029446,92.78999999999999,0.45679167335518817
2017-05-29,107.97,12.45,59.657777777777774,27.77803123773253,95.52,0.465622962712495
2017-05-30,110.41,13.97,60.727777777777774,28.733866681051552,96.44,0.4731585401691775
2017-05-31,110.15,15.94,60.36555555555557,27.66882727507218,94.21000000000001,0.4583545536925943
2017-06-01,136.6,29.82,71.21555555555557,35.65688752229754,106.78,0.5006895929426745
2017-06-02,138.57,30.75,72.07,35.89078293935645,107.82,0.4979989307528299
2017-06-05,136.18,31.87,71.97111111111111,35.214016543290136,104.31,0.48927987910212617
2017-06-06,136.01,27.41,70.92777777777778,35.71439337920279,108.6,0.5035318248810607
2017-06-07,136.62,27.96,72.00888888888889,35.795030885740424,108.66,0.4970918373837548
2017-06-08,138.67,28.09,71.21333333333332,37.077934813039406,110.57999999999998,0.5206600095446463
2017-06-09,137.26,27.03,71.47777777777777,36.76088232679467,110.22999999999999,0.514298058357146
2017-06-12,137.3,27.81,71.30666666666667,36.179068188664004,109.49000000000001,0.507372871007816
2017-06-13,136.4,29.57,70.41000000000001,35.92421571864862,106.83000000000001,0.5102146814181027
2017-06-14,136.11,27.16,70.54,35.95812564636817,108.95000000000002,0.5097551126505269
2017-06-15,137.88,28.59,71.53222222222222,35.87319674136171,109.28999999999999,0.5014970264717616
2017-06-16,134.58,31.88,72.07333333333332,35.27513465601513,102.70000000000002,0.48943392825846554
2017-06-19,138.67,29.34,71.57444444444444,36.43317345192123,109.32999999999998,0.5090248863922429
2017-06-20,138.22,30.48,72.53,36.176590497170956,107.74,0.49878106296940516
2017-06-21,138.37,29.2,71.71333333333332,35.73964885110093,109.17,0.49836825580228133
2017-06-22,138.2,31.37,71.71777777777778,35.93240243073714,106.82999999999998,0.50102503931558
2017-06-23,134.07,29.11,70.20777777777778,35.51338718630545,104.96,0.5058326628527213
2017-06-26,137.58,27.03,71.41777777777777,36.152842480840214,110.55000000000001,0.5062162896377528
2017-06-27,134.55,30.01,71.15,35.121835800538676,104.54,0.4936308615676553
2017-06-28,137.17,30.21,71.10777777777778,35.512491386052375,106.95999999999998,0.4994178203266893
2017-06-29,134.02,29.5,70.74555555555555,34.72947779304747,104.52000000000001,0.4909068494878787
2017-06-30,138.61,30.31,71.87444444444445,36.46771109869357,108.30000000000001,0.5073807718525238
2017-07-03,122.58,29.39,71.54,34.164628638403194,93.19,0.4775598076377298
2017-07-04,121.35,29.03,70.76333333333334,34.323081519583866,92.32,0.4850404849910575
2017-07-05,121.67,30.65,71.96111111111111,33.80247233725828,91.02000000000001,0.4697324960014275
2017-07-06,122.96,29.83,71.83333333333333,34.135402809986005,93.13,0.4752028233408725
2017-07-07,121.67,28.35,70.84222222222223,34.705319396951886,93.32,0.489895973168178
2017-07-10,121.46,29.75,71.48777777777778,34.157005422672,91.71,0.47780203112272185
2017-07-11,121.84,28.48,72.24222222222221,33.9111297282241,93.36,0.4694087292042464
2017-07-12,122.31,28.72,71.09222222222223,34.486234854568345,93.59,0.4850915300800448
2017-07-13,122.58,29.27,72.25555555555555,34.0669965329757,93.31,0.4714792692553919
2017-07-14,121.32,28.85,72.15444444444444,33.88856263959535,92.47,0.4696670163636
2017-07-17,122.5,31.14,71.79555555555555,33.120604278572245,91.36,0.4613183089438378
2017-07-18,123.74,30.13,71.59555555555556,34.69815777210338,93.61,0.4846412253226929
2017-07-19,121.86,28.54,71.26,34.26456916407968,93.32,0.48083874774178614
2017-07-20,121.52,27.9,71.22888888888889,34.38884537333452,93.62,0.48279351130941045
2017-07-21,122.53,28.3,71.08222222222223,34.790826297235945,94.23,0.4894448317677861
2017-07-24,123.03,30.1,71.63,34.28364004886295,92.93,0.4786212487625709
2017-07-25,122.89,31.13,71.59666666666666,33.781867917567844,91.76,0.4718357640146354
2017-07-26,122.02,31.05,71.01777777777778,34.10626730447712,90.97,0.4802497117158365
2017-07-27,123.57,31.78,72.30111111111111,33.88663801723491,91.78999999999999,0.4686876521877859
2017-07-28,122.36,28.67,71.24222222222221,33.83048727766782,93.69,0.4748656937194087
2017-07-31,123.69,28.25,71.68111111111111,34.53261336926458,95.44,0.48175332153733547
2017-08-01,123.85,29.4,72.02777777777777,34.138468689213994,94.44999999999999,0.4739625425421149
2017-08-02,125.19,27.93,71.77555555555556,34.91348633089766,97.25999999999999,0.4864258598998095
2017-08-03,125.85,31.66,72.16333333333334,33.84121488658467,94.19,0.4689530447584369
2017-08-04,123.57,27.94,71.60333333333332,34.05357323395006,95.63,0.47558642382500904
2017-08-07,123.83,30.42,71.75333333333333,34.05356772791949,93.41,0.4745921359461046
2017-08-08,125.26,27.84,71.69444444444444,34.64415430888417,97.42,0.4832195099263193
2017-08-09,122.55,28.46,71.94444444444444,33.92933322035341,94.09,0.471604631634256
2017-08-10,125.49,27.01,71.85222222222222,34.78937221975188,98.47999999999999,0.484179488731141
2017-08-11,124.09,29.72,71.16777777777777,34.17818484712792,94.37,0.480248026766407
2017-08-14,121.53,27.76,72.10222222222222,33.67243374697535,93.77,0.46700965253463933
2017-08-15,123.39,27.61,72.39777777777778,34.39427015426327,95.78,0.475073561785766
2017-08-16,122.39,28.47,71.58666666666666,34.12702777858042,93.92,0.47672324145902994
2017-08-17,123.41,30.2,72.38333333333334,34.180377411608546,93.21,0.47221336511547607
2017-08-18,123.32,27.16,71.86777777777777,34.04182199066972,96.16,0.47367294555747047
2017-08-21,125.27,28.43,72.29777777777777,34.35354813471884,96.84,0.47516741441640997
2017-08-22,125.9,27.12,71.17666666666668,35.07932475119782,98.78,0.49284865945578343
2017-08-23,125.03,29.68,71.56666666666666,34.27346094283447,95.35,0.478902574888232
2017-08-24,125.44,29.74,72.08888888888889,35.352072585792065,95.7,0.4903955814921834
2017-08-25,124.74,27.02,71.16333333333334,34.59890063282358,97.72,0.48618999437196464
2017-08-28,121.7,27.93,71.19999999999999,34.32248242770328,93.77000000000001,0.48205733746774276
2017-08-29,123.46,29.88,72.16333333333334,34.24069837196666,93.58,0.4744888683814493
2017-08-30,122.07,31.64,71.63888888888889,33.38654723254728,90.42999999999999,0.4660394340332307
2017-08-31,124.49,27.39,71.5611111111111,34.641406020990416,97.1,0.4840814442805897
2017-09-01,125.56,29.6,72.01777777777778,34.29632989759173,95.96000000000001,0.47622032997766844
2017-09-05,125.61,28.04,72.73444444444445,34.212443317859915,97.57,0.47037471144763937
2017-09-06,126.82,28.56,72.15,35.23990280917357,98.25999999999999,0.488425541360687
2017-09-07,125.84,31.46,72.87888888888888,34.31599533907055,94.38,0.47086331669228243
2017-09-08,127.61,29.36,72.48666666666666,34.44472528559344,98.25,0.4751870498334422
2017-09-11,126.87,27.27,72.15,34.53548826931509,99.60000000000001,0.47866234607505315
2017-09-12,127.91,29.67,72.92444444444445,34.73517025692803,98.24,0.4763172420653831
2017-09-13,125.77,30.2,71.91444444444444,34.165801289853825,95.57,0.475089553340674
2017-09-14,126.99,27.61,71.36444444444444,34.57711675050101,99.38,0.48451462096672654
2017-09-15,124.17,28.53,71.63111111111112,33.994237175014106,95.64,0.47457364052728007
2017-09-18,123.88,28.55,72.09777777777778,35.03863645241413,95.33,0.48598774514814325
2017-09-19,125.73,29.89,72.31555555555556,34.558535165394055,95.84,0.47788521985210874
2017-09-20,126.73,29.61,72.47111111111111,34.29546268985317,97.12,0.47322943120427835
2017-09-21,126.13,30.45,72.61222222222221,34.33300517642527,95.67999999999999,0.472826806916233
2017-09-22,125.57,31.15,72.78888888888889,34.47481814471414,94.41999999999999,0.47362748176221536
2017-09-25,127.88,31.27,73.19333333333333,33.94927687006013,96.61,0.46383017856899716
2017-09-26,125.79,30.35,72.85111111111111,34.03472471037648,95.44,0.46718195771190607
2017-09-27,125.89,29.73,71.46777777777778,33.68312069040581,96.16,0.4713049955903239
2017-09-28,127.38,31.97,72.3411111111111,35.118521980731344,95.41,0.4854573207590307
2017-09-29,124.19,27.64,71.38666666666667,34.941343706274374,96.55,0.4894659652541236
2017-10-02,123.5,30.34,71.86111111111111,34.03148227907669,93.16,0.4735730042701047
2017-10-03,125.15,30.29,71.93444444444444,34.48432655247566,94.86000000000001,0.4793854573952842
2017-10-04,123.28,28.03,70.99555555555555,34.9728623761021,95.25,0.49260636250300316
2017-10-05,125.33,29.04,71.58444444444444,34.42464019823269,96.28999999999999,0.4808955418372927
2017-10-06,125.75,28.38,71.75888888888889,34.5559942139003,97.37,0.4815569854684711
2017-10-09,123.11,32.87,72.80222222222223,33.08439767389524,90.24000000000001,0.4544421401438557
2017-10-11,122.67,29.78,71.76333333333334,34.07690933755583,92.89,0.4748512611485322
2017-10-12,122.48,32.02,71.49888888888889,34.34541506680494,90.46000000000001,0.4803629203270361
2017-10-13,123.69,32.62,72.26888888888888,33.86287880719995,91.07,0.46856786271147804
2017-10-16,125.83,31.27,72.5611111111111,34.877485017000744,94.56,0.48066360179619744
2017-10-17,123.31,31.62,71.80888888888889,33.786214808870064,91.69,0.4705018463821108
2017-10-18,125.63,28.57,70.59444444444445,34.79156906173934,97.06,0.4928372102866987
2017-10-19,125.97,31.04,72.00777777777778,34.38330400709688,94.93,0.47749430781223007
2017-10-20,125.99,31.94,72.35777777777778,34.01109185904569,94.05,0.47004058034367985
2017-10-23,121.5,31.09,71.74,33.48411414387426,90.41,0.4667426002770318
2017-10-24,121.9,31.16,71.43,33.35786339081087,90.74000000000001,0.467000747456403
2017-10-25,124.98,31.55,72.14666666666668,34.75843422825603,93.43,0.48177463816655
2017-10-26,124.54,28.15,72.10666666666667,34.46284267149186,96.39000000000001,0.4779425296527163
2017-10-27,124.65,30.32,71.66333333333334,34.08475172272786,94.33000000000001,0.47562330884312554
2017-10-30,125.74,32.75,71.89333333333333,34.05985356691952,92.99,0.473755381587345
2017-10-31,124.81,28.17,71.31888888888889,34.472657441965666,96.64,0.4833594294447333
2017-11-01,123.41,30.63,71.88555555555556,34.2250139193219,92.78,0.4761041860888405
2017-11-02,124.02,32.38,72.18111111111111,33.64543633408714,91.63999999999999,0.4661252205205798
2017-11-03,121.37,31.85,71.84,33.75223140771584,89.52000000000001,0.4698250474347973
2017-11-06,122.55,29.66,71.71333333333332,34.36802220087738,92.89,0.4792417337669989
2017-11-07,124.93,30.72,71.42555555555556,34.414837320228294,94.21000000000001,0.4818280663348858
2017-11-08,122.53,30.52,71.76333333333334,33.40227424891904,92.01,0.46545042847673895
2017-11-09,125.2,32.52,72.19777777777777,34.29965261404909,92.68,0.475079062954295
2017-11-10,127.23,30.09,72.50777777777779,34.81641307550858,97.14,0.4801748742350662
2017-11-13,127.77,28.79,72.36555555555555,34.637297495298014,98.97999999999999,0.4786434268262712
2017-11-14,128.27,30.79,72.59111111111112,35.20661601334486,97.48000000000002,0.4849989960817115
2017-11-15,129.73,32.64,72.88666666666667,35.488249463730945,97.08999999999999,0.4868963157010557
2017-11-16,128.54,30.23,73.07333333333332,35.15213364790252,98.30999999999999,0.4810528279523199
2017-11-17,125.22,31.76,72.0311111111111,34.609302739453035,93.46,0.4804771466882788
2017-11-20,126.79,32.2,72.34666666666666,34.19312394327257,94.59,0.4726288786851166
2017-11-21,125.27,32.75,73.02444444444444,34.450755111866236,92.52,0.4717701774242965
2017-11-22,127.62,28.74,72.98555555555555,34.4829512625845,98.88000000000001,0.47246268114430634
2017-11-23,126.27,32.3,72.90222222222222,33.67833234357729,93.97,0.4619657853627318
2017-11-24,127.07,31.18,72.26666666666667,35.146271494996455,95.88999999999999,0.4863413952259657
2017-11-27,127.84,32.77,72.2988888888889,34.32752774539861,95.07,0.474800211634707
2017-11-28,129.1,32.93,71.75333333333333,35.06985956629995,96.16999999999999,0.4887558241145584
2017-11-29,126.66,29.78,71.63666666666667,34.814891569556835,96.88,0.4859926234641036
2017-11-30,125.7,29.49,72.65777777777777,35.06308164500725,96.21000000000001,0.4825785031885633
2017-12-01,125.21,30.26,72.97,33.67102315047762,94.94999999999999,0.46143652392048273
2017-12-04,125.3,32.02,72.79444444444444,33.7802583290563,93.28,0.4640499503342849
2017-12-05,126.66,32.63,73.13555555555556,33.082207495537205,94.03,0.45234096116774763
2017-12-06,126.46,32.13,72.68222222222222,34.17985948544032,94.32999999999998,0.4702643705765782
2017-12-07,125.78,29.28,72.86666666666666,34.50212457226367,96.5,0.47349667756994973
2017-12-08,126.63,31.63,73.60777777777778,34.129414285106684,95.0,0.4636658694974265
2017-12-11,127.07,28.04,72.79,34.259784733707825,99.03,0.4706660905853527
2017-12-12,126.25,28.94,72.27111111111111,34.49621734496568,97.31,0.47731682569443934
2017-12-13,125.37,30.37,73.13444444444445,33.51624050781617,95.0,0.45828256114362514
2017-12-14,124.96,29.2,72.86777777777777,34.02673719950892,95.75999999999999,0.46696548511852565
2017-12-15,123.28,29.77,73.40555555555555,33.759137322772,93.51,0.4598989418072323
2017-12-18,125.13,32.61,72.69111111111111,33.257430539822394,92.52,0.4575171576203747
2017-12-19,127.34,30.19,73.03666666666668,33.52214380077742,97.15,0.45897691297673426
2017-12-20,125.87,31.95,73.21333333333332,33.8936505853235,93.92,0.46294368856296897
2017-12-21,127.49,31.91,73.22888888888889,34.06252429153058,95.58,0.465151456049184
2017-12-22,125.96,28.14,72.96777777777778,34.239820668987804,97.82,0.46924576452450883
2017-12-25,123.33,31.02,72.50444444444445,33.59201360111921,92.31,0.46330971650791203
2017-12-26,124.53,29.95,72.60111111111111,33.72973370946043,94.58,0.4645897727080147
2017-12-27,123.5,30.6,71.73,33.710329277537475,92.9,0.46996137289192075
2017-12-28,126.18,29.82,73.27888888888889,34.538641564356745,96.36000000000001,0.4713314037379429
2017-12-29,126.76,28.4,73.55777777777777,34.444955645848125,98.36000000000001,0.4682707483348436
2018-01-02,124.15,31.35,68.87222222222222,29.324145672882686,92.80000000000001,0.4257760926933035
2018-01-03,123.67,29.67,68.91777777777777,29.882509423481228,94.0,0.433596531795265
2018-01-04,125.44,33.0,68.98888888888888,29.71300870176413,92.44,0.43069266921545696
2018-01-05,123.15,30.6,68.35888888888888,29.82078446505241,92.55000000000001,0.43623857774404967
2018-01-08,125.4,29.17,69.74444444444445,30.188473425759337,96.23,0.4328441306863693
2018-01-09,125.99,32.0,69.1711111111111,29.585276508951384,93.99,0.4277114540118908
2018-01-10,122.9,29.31,68.93777777777778,29.295565695928193,93.59,0.4249566295908609
2018-01-11,125.88,33.44,69.37666666666667,29.135745228155738,92.44,0.419964616751392
2018-01-12,124.47,32.14,68.98111111111112,29.25352433658398,92.33,0.42408021363216303
2018-01-15,124.81,30.31,68.95555555555556,30.172064940566763,94.5,0.43755814448130975
2018-01-16,123.62,33.08,68.85222222222222,28.915187954506614,90.54,0.41996012650371894
2018-01-17,124.21,31.66,69.21333333333332,29.546094073498107,92.55,0.42688442602819465
2018-01-18,123.35,32.76,68.71222222222222,29.219703873318842,90.59,0.4252475458997584
2018-01-19,123.19,33.67,69.30666666666667,29.07630349614613,89.52,0.41953112008675636
2018-01-22,122.21,31.31,69.33,28.858081190543494,90.89999999999999,0.41624233651440207
2018-01-23,122.81,30.53,68.72333333333333,29.43815593749038,92.28,0.42835750988248117
2018-01-24,122.31,32.78,68.33444444444444,28.740872512465202,89.53,0.4205912954459063
2018-01-25,123.16,29.58,68.64777777777778,29.81756645744995,93.58,0.43435588773133316
2018-01-26,126.99,31.73,69.10444444444444,29.632897306503416,95.25999999999999,0.4288131905948014
2018-01-29,122.17,32.98,69.42,28.93282824059895,89.19,0.4167794330250497
2018-01-30,123.67,32.01,68.80777777777777,29.05740257566812,91.66,0.4222982272369291
2018-01-31,126.5,30.06,68.22444444444444,29.79687907781246,96.44,0.436747844858982
2018-02-01,121.91,29.56,67.84222222222223,29.68716085186397,92.35,0.43759122091581065
2018-02-02,121.93,28.07,67.24222222222221,29.665007069684723,93.86000000000001,0.4411663697200214
2018-02-05,121.16,31.53,67.57,29.71744184818067,89.63,0.43980230647004104
2018-02-06,119.54,31.95,68.20555555555556,28.24810573786812,87.59,0.4141613613110907
2018-02-07,119.91,30.22,67.74222222222221,29.206807330559844,89.69,0.43114628325521365
2018-02-08,119.17,27.38,68.28444444444443,29.52233269539821,91.79,0.43234345590110634
2018-02-09,120.4,31.7,68.35666666666667,29.09448057621926,88.7,0.4256275502445886
2018-02-12,121.83,29.58,67.71777777777778,29.21849704287413,92.25,0.43147454038963534
2018-02-13,121.38,27.33,67.21111111111111,29.751890882952484,94.05,0.4426632797926473
2018-02-14,121.45,28.23,67.37333333333333,29.910125793784278,93.22,0.44394605868470627
2018-02-22,122.58,31.51,68.25444444444445,29.57898033701936,91.07,0.4333634326347071
2018-02-23,119.14,28.93,67.60888888888888,29.153578444354157,90.21000000000001,0.43120925256243003
2018-02-26,119.27,30.05,66.75777777777778,29.046009096680468,89.22,0.43509550592544227
2018-02-27,121.2,30.25,67.58777777777777,29.552414358973184,90.95,0.4372449476906717
2018-02-28,123.65,29.85,68.44,29.87422132876437,93.80000000000001,0.4365023572291697
2018-03-01,113.96,34.6,71.01333333333334,28.51155116790386,79.35999999999999,0.4014957449479515
2018-03-02,114.96,33.81,70.55666666666667,28.59673495348726,81.14999999999999,0.40530167175538234
2018-03-05,112.54,35.49,70.99555555555555,28.525470684596563,77.05000000000001,0.4017923440612387
2018-03-06,112.74,32.48,70.74888888888889,28.772935392676064,80.25999999999999,0.4066909861703122
2018-03-07,112.68,36.06,70.50333333333333,28.696364316756227,76.62,0.40702138409658495
2018-03-08,115.48,32.96,70.93555555555557,29.04693362091389,82.52000000000001,0.4094834162279142
2018-03-09,115.38,34.78,71.30555555555556,29.069130581731848,80.6,0.4076699263507388
2018-03-12,114.33,33.75,71.07333333333332,28.127242577259505,80.58,0.395749590712778
2018-03-13,111.83,34.6,71.16,28.539832252485297,77.22999999999999,0.40106565841041736
2018-03-14,115.11,33.4,71.12777777777778,29.04194112734968,81.71000000000001,0.4083066002439227
2018-03-15,114.83,32.11,70.95777777777778,29.150888827691762,82.72,0.4108202052068928
2018-03-16,114.2,34.82,70.99222222222222,28.295617495372746,79.38,0.398573486075712
2018-03-19,111.47,35.75,71.44666666666666,27.87558295354556,75.72,0.39015932098832085
2018-03-20,111.12,35.85,71.01444444444445,27.968955607562076,75.27000000000001,0.3938488264798377
2018-03-21,111.92,34.95,70.35,28.54880295213794,76.97,0.4058109872372131
2018-03-22,111.41,33.4,70.23222222222222,29.08806833470461,78.00999999999999,0.41416984133959006
2018-03-23,114.25,33.29,71.63111111111111,29.082314834124038,80.96000000000001,0.40600116880796105
2018-03-26,114.0,33.93,71.38666666666667,29.086390288243056,80.07,0.407448500489023
2018-03-27,112.65,32.58,69.76444444444445,28.92052952104746,80.07000000000001,0.4145453999003426
2018-03-28,113.2,35.46,70.88222222222223,28.519700987991516,77.74000000000001,0.40235337005349037
2018-03-29,114.62,33.64,71.17,28.953347388514512,80.98,0.4068195502109669
2018-03-30,113.96,33.46,70.68,28.57688576454754,80.5,0.40431360730825605
2018-03-31,112.94,33.1,69.96555555555557,28.23993630973303,79.84,0.403626271320169
2018-04-02,126.98,34.52,75.76333333333334,32.080603173880625,92.46000000000001,0.4234317810798622
2018-04-03,127.42,32.59,76.12888888888888,31.829844660492938,94.83,0.41810467911792354
2018-04-04,126.78,33.24,75.20555555555556,31.79356896886189,93.53999999999999,0.4227555894507749
2018-04-05,124.95,35.95,75.11888888888889,31.246712804887352,89.0,0.41596345828684334
2018-04-06,127.43,36.61,76.63222222222223,31.17218222140446,90.82000000000001,0.4067764357793213
2018-04-09,128.01,33.02,75.4,32.49443875496236,94.98999999999998,0.4309607261931347
2018-04-10,126.05,36.67,76.59777777777778,31.059102038604472,89.38,0.4054830693484584
2018-04-11,126.22,36.1,75.96333333333332,31.868941384991125,90.12,0.41953058122328046
2018-04-12,125.48,36.67,75.47444444444444,31.138631597707974,88.81,0.41257185563821713
2018-04-13,126.46,32.69,74.59666666666666,32.75031564733384,93.77,0.4390318912462645
2018-04-16,125.79,35.15,75.61222222222221,31.177875479968876,90.64000000000001,0.4123390976175514
2018-04-17,126.53,36.78,75.49111111111111,31.55094192113939,89.75,0.4179424763625659
2018-04-18,125.0,32.52,74.8488888888889,32.002287201247206,92.47999999999999,0.42755861411321305
2018-04-19,126.92,32.01,75.26444444444445,32.29943386156757,94.91,0.4291459812130682
2018-04-20,127.07,36.78,76.08111111111111,31.596751591122644,90.28999999999999,0.41530349819652096
2018-04-23,124.91,33.71,75.39333333333333,31.128925053718124,91.19999999999999,0.41288697126693064
2018-04-24,128.17,34.98,75.66444444444444,31.775858017963536,93.19,0.4199575937056475
2018-04-26,128.99,32.19,75.87111111111112,32.65675865898377,96.80000000000001,0.43042415196950073
2018-04-27,125.48,34.79,75.52333333333334,31.52452458007892,90.69,0.4174143696881174
2018-05-02,138.63,34.41,80.19444444444444,35.74509305873714,104.22,0.4457302909991469
2018-05-03,138.71,33.15,79.14666666666668,35.7142755071414,105.56,0.4512416885167798
2018-05-04,136.39,35.29,79.46555555555555,35.634472113078616,101.1,0.4484266404979202
2018-05-07,139.48,36.37,80.77444444444444,35.55216910088296,103.10999999999999,0.4401413014401512
2018-05-08,139.38,32.22,79.48555555555555,36.518127728263636,107.16,0.4594309931285527
2018-05-09,137.46,33.82,80.09555555555556,34.983489359664766,103.64000000000001,0.4367719172058137
2018-05-10,140.4,32.53,80.73666666666666,35.916510131136064,107.87,0.4448599578605681
2018-05-11,138.81,35.51,79.68555555555555,35.25138689155049,103.30000000000001,0.44238113979105986
2018-05-14,138.63,32.59,80.27777777777777,36.03633401782768,106.03999999999999,0.448895510256677
2018-05-15,136.85,35.03,80.60888888888888,35.12358803014167,101.82,0.4357284725578583
2018-05-16,138.89,34.55,80.60111111111111,35.001182995880455,104.33999999999999,0.43425186716880676
2018-05-17,139.2,36.34,80.00888888888888,35.68555115324844,102.85999999999999,0.44601983165653264
2018-05-18,136.99,33.96,80.18222222222222,35.44485568378639,103.03,0.44205379573482284
2018-05-21,137.29,34.26,80.46555555555555,35.444928096665365,103.03,0.44049814671562476
